Transaction ID,Date,Description,Amount,Category,Transaction Type
523,2025-05-15,Cafe,108.75,Food,Expense
524,2025-05-15,Flipkart,1495.27,Shopping,Expense
525,2025-05-15,Swiggy,259.14,Food,Expense
526,2025-05-16,Zomato,313.16,Food,Expense
527,2025-05-17,Grocery Store,1158.03,Food,Expense
528,2025-05-17,Cafe,308.42,Food,Expense
529,2025-05-17,Zomato,334.0,Food,Expense
530,2025-05-17,Grocery Store,1274.75,Food,Expense
531,2025-05-17,Cafe,197.33,Food,Expense
532,2025-05-17,Zomato,222.67,Food,Expense
533,2025-05-17,Medical Test,1208.69,Healthcare,Expense
534,2025-05-18,Uber,260.27,Transport,Expense
535,2025-05-18,Medical Test,1779.68,Healthcare,Expense
536,2025-05-19,Electricity Bill,1137.87,Utilities,Expense
537,2025-05-20,Auto,148.45,Transport,Expense
538,2025-05-20,Zomato,165.59,Food,Expense
539,2025-05-20,Restaurant,623.15,Food,Expense
540,2025-05-20,Clothing Store,1955.71,Shopping,Expense
541,2025-05-21,Cafe,110.73,Food,Expense
542,2025-05-21,Movie,565.62,Entertainment,Expense
543,2025-05-21,Fuel,913.93,Transport,Expense
544,2025-05-21,Uber,153.33,Transport,Expense
545,2025-05-21,Clothing Store,2058.77,Shopping,Expense
546,2025-05-22,Restaurant,359.34,Food,Expense
547,2025-05-22,Restaurant,412.75,Food,Expense
548,2025-05-22,Mobile Recharge,565.79,Utilities,Expense
549,2025-05-22,Cafe,231.1,Food,Expense
550,2025-05-22,Movie,431.45,Entertainment,Expense
551,2025-05-23,Restaurant,372.43,Food,Expense
552,2025-05-23,Auto,172.73,Transport,Expense
553,2025-05-24,Uber,166.35,Transport,Expense
554,2025-05-24,Clothing Store,1218.45,Shopping,Expense
555,2025-05-24,Auto,154.82,Transport,Expense
556,2025-05-24,Flipkart,901.0,Shopping,Expense
557,2025-05-24,Netflix,649.0,Entertainment,Expense
558,2025-05-25,Electricity Bill,1691.3,Utilities,Expense
559,2025-05-25,Restaurant,833.16,Food,Expense
560,2025-05-25,Grocery Store,1094.15,Food,Expense
561,2025-05-26,Restaurant,691.28,Food,Expense
562,2025-05-26,Cafe,255.15,Food,Expense
563,2025-05-26,Spotify,174.4,Entertainment,Expense
564,2025-05-26,Restaurant,321.8,Food,Expense
565,2025-05-26,Gaming,397.92,Entertainment,Expense
566,2025-05-27,Cafe,211.62,Food,Expense
567,2025-05-27,Auto,86.93,Transport,Expense
568,2025-05-28,Internet Bill,778.43,Utilities,Expense
569,2025-05-28,Myntra,460.23,Shopping,Expense
570,2025-05-28,Internet Bill,851.16,Utilities,Expense
571,2025-05-28,Fuel,506.09,Transport,Expense
572,2025-05-28,Grocery Store,1509.25,Food,Expense
573,2025-05-29,Fuel,385.0,Transport,Expense
574,2025-05-29,Pharmacy,342.45,Healthcare,Expense
575,2025-05-29,Zomato,417.78,Food,Expense
576,2025-05-29,Certification,998.83,Education,Expense
577,2025-05-30,Cafe,217.81,Food,Expense
578,2025-05-30,Flipkart,1475.74,Shopping,Expense
579,2025-05-30,Electricity Bill,1098.39,Utilities,Expense
580,2025-05-30,Electricity Bill,1511.81,Utilities,Expense
581,2025-05-30,Restaurant,526.9,Food,Expense
582,2025-05-31,Metro,53.24,Transport,Expense
583,2025-06-01,Monthly Salary,89165.85,Salary,Income
584,2025-06-02,Movie,381.63,Entertainment,Expense
585,2025-06-02,Uber,87.86,Transport,Expense
586,2025-06-02,Netflix,649.0,Entertainment,Expense
587,2025-06-02,Swiggy,205.79,Food,Expense
588,2025-06-02,Grocery Store,563.46,Food,Expense
589,2025-06-02,Cafe,214.02,Food,Expense
590,2025-06-03,Spotify,156.64,Entertainment,Expense
591,2025-06-03,Zomato,237.52,Food,Expense
592,2025-06-03,Myntra,899.69,Shopping,Expense
593,2025-06-03,Doctor Consultation,809.48,Healthcare,Expense
594,2025-06-04,Cafe,183.02,Food,Expense
595,2025-06-04,Zomato,107.9,Food,Expense
596,2025-06-04,Cafe,207.85,Food,Expense
597,2025-06-04,Grocery Store,1530.4,Food,Expense
598,2025-06-04,Fuel,783.22,Transport,Expense
599,2025-06-05,Swiggy,122.14,Food,Expense
600,2025-06-05,Mobile Recharge,522.21,Utilities,Expense
601,2025-06-05,Zomato,206.36,Food,Expense
602,2025-06-05,Auto,117.02,Transport,Expense
603,2025-06-05,Restaurant,760.21,Food,Expense
604,2025-06-05,Auto,41.6,Transport,Expense
605,2025-06-05,Monthly Rent,17813.71,Rent,Expense
606,2025-06-06,Swiggy,141.46,Food,Expense
607,2025-06-06,Grocery Store,1587.35,Food,Expense
608,2025-06-08,Cafe,318.36,Food,Expense
609,2025-06-08,Uber,286.86,Transport,Expense
610,2025-06-08,Metro,49.73,Transport,Expense
611,2025-06-08,Myntra,530.79,Shopping,Expense
612,2025-06-08,Clothing Store,1677.71,Shopping,Expense
613,2025-06-09,Flipkart,759.08,Shopping,Expense
614,2025-06-09,Medical Test,1326.99,Healthcare,Expense
615,2025-06-09,Myntra,575.41,Shopping,Expense
616,2025-06-10,Ola,137.01,Transport,Expense
617,2025-06-10,Gaming,798.68,Entertainment,Expense
618,2025-06-10,Cafe,203.32,Food,Expense
619,2025-06-10,Mobile Recharge,539.25,Utilities,Expense
620,2025-06-10,Fuel,577.66,Transport,Expense
621,2025-06-10,Swiggy,349.51,Food,Expense
622,2025-06-10,Auto,97.12,Transport,Expense
623,2025-06-11,Clothing Store,2116.47,Shopping,Expense
624,2025-06-11,Cafe,287.23,Food,Expense
625,2025-06-11,Auto,96.62,Transport,Expense
626,2025-06-11,Auto,56.19,Transport,Expense
627,2025-06-11,Cafe,208.73,Food,Expense
628,2025-06-12,Metro,87.59,Transport,Expense
629,2025-06-12,Swiggy,305.46,Food,Expense
630,2025-06-12,Auto,161.63,Transport,Expense
631,2025-06-12,Internet Bill,780.29,Utilities,Expense
632,2025-06-12,Zomato,439.56,Food,Expense
633,2025-06-12,Movie,300.39,Entertainment,Expense
634,2025-06-13,,910.67,Transport,Expense
635,2025-06-13,Cafe,348.66,Food,Expense
636,2025-06-14,Clothing Store,2155.67,Shopping,Expense
637,2025-06-14,Zomato,125.97,Food,Expense
638,2025-06-14,Ola,138.44,Transport,Expense
639,2025-06-14,Zomato,387.58,Food,Expense
640,2025-06-14,Amazon,1080.0,Shopping,Expense
641,2025-06-14,Internet Bill,625.17,Utilities,Expense
642,2025-06-14,Electricity Bill,938.37,Utilities,Expense
643,2025-06-15,Swiggy,444.99,Food,Expense
644,2025-06-15,Gaming,468.15,Entertainment,Expense
645,2025-06-15,Fuel,593.07,Transport,Expense
646,2025-06-15,Fuel,772.94,Transport,Expense
647,2025-06-15,Zomato,369.39,Food,Expense
648,2025-06-15,Flipkart,223.29,Shopping,Expense
649,2025-06-15,Restaurant,282.73,Food,Expense
650,2025-06-16,Cafe,251.06,Food,Expense
651,2025-06-16,Swiggy,305.31,Food,Expense
652,2025-06-16,Auto,158.04,Transport,Expense
653,2025-06-16,Auto,116.39,Transport,Expense
654,2025-06-17,Cafe,204.23,Food,Expense
655,2025-06-17,Swiggy,224.19,Food,Expense
656,2025-06-17,Uber,75.69,Transport,Expense
657,2025-06-17,Grocery Store,847.52,Food,Expense
658,2025-06-18,Restaurant,759.31,Food,Expense
659,2025-06-18,Swiggy,438.94,Food,Expense
660,2025-06-18,Restaurant,401.85,Food,Expense
661,2025-06-18,Clothing Store,1202.65,Shopping,Expense
662,2025-06-19,Metro,75.48,Transport,Expense
663,2025-06-19,Ola,109.62,Transport,Expense
664,2025-06-19,Mobile Recharge,352.0,Utilities,Expense
665,2025-06-19,Grocery Store,732.33,Food,Expense
666,2025-06-20,Amazon,1393.2,Shopping,Expense
667,2025-06-20,Zomato,118.99,Food,Expense
668,2025-06-20,Doctor Consultation,374.16,Healthcare,Expense
669,2025-06-20,Auto,123.99,Transport,Expense
670,2025-06-21,Cafe,246.32,Food,Expense
671,2025-06-21,Swiggy,420.86,Food,Expense
672,2025-06-21,Zomato,174.13,Food,Expense
673,2025-06-21,Zomato,400.21,Food,Expense
674,2025-06-21,Gaming,246.81,Entertainment,Expense
675,2025-06-21,Gaming,671.45,Entertainment,Expense
676,2025-06-21,Restaurant,604.91,Food,Expense
677,2025-06-22,Flipkart,661.87,Shopping,Expense
678,2025-06-23,Myntra,561.73,Shopping,Expense
679,2025-06-23,Swiggy,441.55,Food,Expense
680,2025-06-24,Internet Bill,866.47,Utilities,Expense
681,2025-06-24,Gaming,775.88,Entertainment,Expense
682,2025-06-24,Netflix,649.0,Entertainment,Expense
683,2025-06-25,Grocery Store,537.24,Food,Expense
684,2025-06-25,Cafe,196.41,Food,Expense
685,2025-06-26,Flipkart,1408.9,Shopping,Expense
686,2025-06-26,Restaurant,578.52,Food,Expense
687,2025-06-26,Restaurant,674.46,Food,Expense
688,2025-06-26,Books,578.87,Education,Expense
689,2025-06-26,Doctor Consultation,863.36,Healthcare,Expense
690,2025-06-27,Zomato,234.24,Food,Expense
691,2025-06-27,Medical Test,933.62,Healthcare,Expense
692,2025-06-27,Amazon,1695.33,Shopping,Expense
693,2025-06-27,Gaming,780.96,Entertainment,Expense
694,2025-06-27,Cafe,118.46,Food,Expense
695,2025-06-28,Metro,33.36,Transport,Expense
696,2025-06-28,Swiggy,260.02,Food,Expense
697,2025-06-28,Gaming,626.57,Entertainment,Expense
698,2025-06-28,Auto,168.61,Transport,Expense
699,2025-06-29,Metro,43.02,Transport,Expense
700,2025-06-29,Ola,172.01,Transport,Expense
701,2025-06-29,Swiggy,182.69,Food,Expense
702,2025-06-29,Internet Bill,521.3,Utilities,Expense
703,2025-06-29,Zomato,333.45,Food,Expense
704,2025-06-29,Cafe,186.13,Food,Expense
705,2025-06-29,Restaurant,397.09,Food,Expense
706,2025-06-30,Restaurant,736.82,Food,Expense
707,2025-06-30,Swiggy,298.21,Food,Expense
708,2025-07-01,Restaurant,571.68,Food,Expense
709,2025-07-01,Metro,56.94,Transport,Expense
710,2025-07-01,Myntra,961.9,Shopping,Expense
711,2025-07-01,Monthly Salary,90435.53,Salary,Income
712,2025-07-01,Movie,394.74,Entertainment,Expense
713,2025-07-02,Clothing Store,1498.14,Shopping,Expense
714,2025-07-02,Grocery Store,418.53,Food,Expense
715,2025-07-02,Fuel,904.69,Transport,Expense
716,2025-07-02,Mobile Recharge,425.05,Utilities,Expense
717,2025-07-02,Restaurant,706.18,Food,Expense
718,2025-07-03,Zomato,141.96,Food,Expense
719,2025-07-04,Fuel,540.82,Transport,Expense
720,2025-07-04,Grocery Store,501.13,Food,Expense
721,2025-07-04,Spotify,178.44,Entertainment,Expense
722,2025-07-05,Amazon,374.99,Shopping,Expense
723,2025-07-05,Restaurant,820.63,Food,Expense
724,2025-07-05,Monthly Rent,17234.69,Rent,Expense
725,2025-07-05,Metro,47.53,Transport,Expense
726,2025-07-05,Cafe,125.06,Food,Expense
727,2025-07-06,Fuel,737.79,Transport,Expense
728,2025-07-06,Fuel,795.12,Transport,Expense
729,2025-07-06,Restaurant,603.9,Food,Expense
730,2025-07-06,Uber,218.67,Transport,Expense
731,2025-07-06,Internet Bill,595.78,Utilities,Expense
732,2025-07-06,Uber,168.48,Transport,Expense
733,2025-07-07,Restaurant,762.71,Food,Expense
734,2025-07-07,Spotify,191.22,Entertainment,Expense
735,2025-07-08,Flipkart,983.2,Shopping,Expense
736,2025-07-08,Uber,242.4,Transport,Expense
737,2025-07-08,Ola,132.86,Transport,Expense
738,2025-07-09,Cafe,291.82,Food,Expense
739,2025-07-09,Clothing Store,1452.21,Shopping,Expense
740,2025-07-09,Zomato,442.96,Food,Expense
741,2025-07-09,Fuel,820.32,Transport,Expense
742,2025-07-09,Gaming,563.02,Entertainment,Expense
743,2025-07-09,Electricity Bill,1182.72,Utilities,Expense
744,2025-07-10,Grocery Store,1725.83,Food,Expense
745,2025-07-10,Zomato,192.15,Food,Expense
746,2025-07-10,Grocery Store,1550.62,Food,Expense
747,2025-07-10,Zomato,300.87,Food,Expense
748,2025-07-10,Ola,163.15,Transport,Expense
749,2025-07-11,Flipkart,267.32,Shopping,Expense
750,2025-07-11,Netflix,649.0,Entertainment,Expense
751,2025-07-11,Uber,230.74,Transport,Expense
752,2025-07-11,Metro,37.29,Transport,Expense
753,2025-07-12,Amazon,1635.0,Shopping,Expense
754,2025-07-12,Myntra,961.82,Shopping,Expense
755,2025-07-12,Auto,102.38,Transport,Expense
756,2025-07-12,Cafe,266.42,Food,Expense
757,2025-07-12,Restaurant,855.04,Food,Expense
758,2025-07-12,Zomato,224.98,Food,Expense
759,2025-07-13,Metro,85.05,Transport,Expense
760,2025-07-13,Pharmacy,461.46,Healthcare,Expense
761,2025-07-13,Movie,344.0,Entertainment,Expense
762,2025-07-13,Ola,197.04,Transport,Expense
763,2025-07-13,Auto,132.49,Transport,Expense
764,2025-07-14,Grocery Store,452.14,Food,Expense
765,2025-07-14,Restaurant,789.11,Food,Expense
766,2025-07-14,Amazon,1597.79,Shopping,Expense
767,2025-07-14,Uber,212.82,Transport,Expense
768,2025-07-15,Ola,179.83,Transport,Expense
769,2025-07-15,Restaurant,642.42,Food,Expense
770,2025-07-15,Ola,180.06,Transport,Expense
771,2025-07-15,Swiggy,419.29,Food,Expense
772,2025-07-15,Uber,276.93,Transport,Expense
773,2025-07-15,Flipkart,1000.17,Shopping,Expense
774,2025-07-15,Myntra,994.96,Shopping,Expense
775,2025-07-16,Ola,179.44,Transport,Expense
776,2025-07-16,Fuel,562.95,Transport,Expense
777,2025-07-16,Swiggy,273.37,Food,Expense
778,2025-07-16,Cafe,106.38,Food,Expense
779,2025-07-16,Electricity Bill,1185.88,Utilities,Expense
780,2025-07-17,Zomato,136.12,Food,Expense
781,2025-07-17,Internet Bill,745.59,Utilities,Expense
782,2025-07-17,Grocery Store,771.76,Food,Expense
783,2025-07-17,Restaurant,870.12,Food,Expense
784,2025-07-18,Myntra,1239.87,Shopping,Expense
785,2025-07-18,Auto,79.16,Transport,Expense
786,2025-07-18,Grocery Store,1093.67,Food,Expense
787,2025-07-18,Swiggy,273.67,Food,Expense
788,2025-07-19,Electricity Bill,1744.14,Utilities,Expense
789,2025-07-19,Swiggy,161.64,Food,Expense
790,2025-07-19,Clothing Store,488.35,Shopping,Expense
791,2025-07-19,Ola,99.31,Transport,Expense
792,2025-07-19,Metro,97.27,Transport,Expense
793,2025-07-20,Zomato,402.61,Food,Expense
794,2025-07-20,Electricity Bill,1435.67,Utilities,Expense
795,2025-07-21,Uber,134.44,Transport,Expense
796,2025-07-22,Cafe,96.82,Food,Expense
797,2025-07-22,Medical Test,1205.36,Healthcare,Expense
798,2025-07-22,Swiggy,350.88,Food,Expense
799,2025-07-22,Certification,2653.72,Education,Expense
800,2025-07-22,Fuel,317.44,Transport,Expense
801,2025-07-22,Uber,80.15,Transport,Expense
802,2025-07-23,Cafe,113.37,Food,Expense
803,2025-07-23,Restaurant,547.2,Food,Expense
804,2025-07-23,Fuel,778.25,Transport,Expense
805,2025-07-23,Metro,40.81,Transport,Expense
806,2025-07-23,Books,624.05,Education,Expense
807,2025-07-23,Spotify,163.52,Entertainment,Expense
808,2025-07-24,Internet Bill,564.98,Utilities,Expense
809,2025-07-24,Spotify,195.83,Entertainment,Expense
810,2025-07-24,Zomato,331.94,Food,Expense
811,2025-07-24,Grocery Store,1537.27,Food,Expense
812,2025-07-26,Swiggy,299.99,Food,Expense
813,2025-07-26,Netflix,649.0,Entertainment,Expense
814,2025-07-26,Cafe,225.17,Food,Expense
815,2025-07-26,Ola,209.01,Transport,Expense
816,2025-07-26,Grocery Store,1599.05,Food,Expense
817,2025-07-26,Zomato,132.12,Food,Expense
818,2025-07-26,Swiggy,419.6,Food,Expense
819,2025-07-26,Netflix,649.0,Entertainment,Expense
820,2025-07-26,Grocery Store,707.75,Food,Expense
821,2025-07-26,Uber,69.34,Transport,Expense
822,2025-07-26,Zomato,303.81,Food,Expense
823,2025-07-27,Fuel,568.32,Transport,Expense
824,2025-07-27,Electricity Bill,1457.66,Utilities,Expense
825,2025-07-27,Grocery Store,376.74,Food,Expense
826,2025-07-28,Ola,213.71,Transport,Expense
827,2025-07-28,Ola,297.66,Transport,Expense
828,2025-07-28,Netflix,649.0,Entertainment,Expense
829,2025-07-29,Zomato,330.64,Food,Expense
830,2025-07-30,Swiggy,368.04,Food,Expense
831,2025-07-30,Cafe,173.53,Food,Expense
832,2025-07-30,Uber,173.78,Transport,Expense
833,2025-07-31,Uber,122.79,Transport,Expense
834,2025-07-31,Grocery Store,1357.84,Food,Expense
835,2025-07-31,Zomato,144.76,Food,Expense
836,2025-07-31,Cafe,133.72,Food,Expense
837,2025-07-31,Internet Bill,846.82,Utilities,Expense
838,2025-08-01,Swiggy,148.08,Food,Expense
839,2025-08-01,Ola,206.89,Transport,Expense
840,2025-08-01,Myntra,1274.0,Shopping,Expense
841,2025-08-01,Swiggy,365.22,Food,Expense
842,2025-08-01,Doctor Consultation,610.1,Healthcare,Expense
843,2025-08-01,Monthly Salary,86895.15,Salary,Income
844,2025-08-01,Zomato,353.7,Food,Expense
845,2025-08-02,Cafe,152.14,Food,Expense
846,2025-08-02,Myntra,835.31,Shopping,Expense
847,2025-08-02,Metro,47.97,Transport,Expense
848,2025-08-02,Grocery Store,884.22,Food,Expense
849,2025-08-02,Netflix,649.0,Entertainment,Expense
850,2025-08-02,Netflix,649.0,Entertainment,Expense
851,2025-08-03,Books,721.28,Education,Expense
852,2025-08-03,Auto,71.6,Transport,Expense
853,2025-08-03,Swiggy,215.45,Food,Expense
854,2025-08-03,Uber,105.1,Transport,Expense
855,2025-08-04,Zomato,304.06,Food,Expense
856,2025-08-04,Swiggy,384.72,Food,Expense
857,2025-08-04,Pharmacy,660.88,Healthcare,Expense
858,2025-08-04,Doctor Consultation,645.16,Healthcare,Expense
859,2025-08-05,Uber,174.3,Transport,Expense
860,2025-08-05,Monthly Rent,17775.08,Rent,Expense
861,2025-08-05,Zomato,264.61,Food,Expense
862,2025-08-06,Uber,147.02,Transport,Expense
863,2025-08-06,Netflix,649.0,Entertainment,Expense
864,2025-08-06,Myntra,292.08,Shopping,Expense
865,2025-08-06,Auto,44.56,Transport,Expense
866,2025-08-06,Netflix,649.0,Entertainment,Expense
867,2025-08-08,Netflix,649.0,Entertainment,Expense
868,2025-08-08,Myntra,1126.12,Shopping,Expense
869,2025-08-08,Grocery Store,827.32,Food,Expense
870,2025-08-08,Cafe,320.64,Food,Expense
871,2025-08-08,Zomato,312.78,Food,Expense
872,2025-08-08,Electricity Bill,1592.46,Utilities,Expense
873,2025-08-09,Zomato,192.03,Food,Expense
874,2025-08-09,Restaurant,410.01,Food,Expense
875,2025-08-09,Grocery Store,572.59,Food,Expense
876,2025-08-09,Grocery Store,1484.33,Food,Expense
877,2025-08-09,Netflix,649.0,Entertainment,Expense
878,2025-08-10,Zomato,398.48,Food,Expense
879,2025-08-10,Cafe,211.39,Food,Expense
880,2025-08-10,Cafe,104.19,Food,Expense
881,2025-08-10,Spotify,164.02,Entertainment,Expense
882,2025-08-11,Grocery Store,1309.95,Food,Expense
883,2025-08-11,Cafe,318.44,Food,Expense
884,2025-08-11,Gaming,750.84,Entertainment,Expense
885,2025-08-12,Zomato,126.26,Food,Expense
886,2025-08-12,Metro,63.56,Transport,Expense
887,2025-08-12,Restaurant,564.75,Food,Expense
888,2025-08-12,Swiggy,378.04,Food,Expense
889,2025-08-12,Uber,268.75,Transport,Expense
890,2025-08-12,Cafe,340.68,Food,Expense
891,2025-08-13,Gaming,571.97,Entertainment,Expense
892,2025-08-13,Flipkart,275.28,Shopping,Expense
893,2025-08-13,Zomato,219.21,Food,Expense
894,2025-08-13,Swiggy,385.85,Food,Expense
895,2025-08-14,Myntra,614.58,Shopping,Expense
896,2025-08-14,Doctor Consultation,914.93,Healthcare,Expense
897,2025-08-15,Fuel,371.69,Transport,Expense
898,2025-08-15,Clothing Store,668.78,Shopping,Expense
899,2025-08-15,Restaurant,752.89,Food,Expense
900,2025-08-16,Zomato,169.71,Food,Expense
901,2025-08-16,Myntra,478.18,Shopping,Expense
902,2025-08-16,Movie,307.77,Entertainment,Expense
903,2025-08-16,Fuel,692.63,Transport,Expense
904,2025-08-16,Metro,67.31,Transport,Expense
905,2025-08-16,Movie,502.04,Entertainment,Expense
906,2025-08-16,Fuel,331.41,Transport,Expense
907,2025-08-17,Movie,499.16,Entertainment,Expense
908,2025-08-17,Certification,2928.63,Education,Expense
909,2025-08-17,Restaurant,781.12,Food,Expense
910,2025-08-17,Zomato,212.74,Food,Expense
911,2025-08-18,Electricity Bill,1414.11,Utilities,Expense
912,2025-08-18,Metro,46.6,Transport,Expense
913,2025-08-18,Internet Bill,745.47,Utilities,Expense
914,2025-08-19,Swiggy,440.26,Food,Expense
915,2025-08-19,Grocery Store,970.6,Food,Expense
916,2025-08-19,Auto,97.13,Transport,Expense
917,2025-08-20,Auto,88.23,,Expense
918,2025-08-20,Metro,64.24,Transport,Expense
919,2025-08-20,Fuel,303.12,Transport,Expense
920,2025-08-20,Grocery Store,1154.77,Food,Expense
921,2025-08-20,Metro,96.15,Transport,Expense
922,2025-08-21,Swiggy,122.41,Food,Expense
923,2025-08-21,Fuel,300.14,Transport,Expense
924,2025-08-22,Swiggy,423.37,Food,Expense
925,2025-08-22,Cafe,258.71,Food,Expense
926,2025-08-22,Zomato,209.39,Food,Expense
927,2025-08-22,Ola,271.81,Transport,Expense
928,2025-08-22,Metro,33.01,Transport,Expense
929,2025-08-22,Electricity Bill,1780.59,Utilities,Expense
930,2025-08-22,Clothing Store,1148.52,Shopping,Expense
931,2025-08-23,Spotify,198.97,Entertainment,Expense
932,2025-08-23,Metro,76.04,Transport,Expense
933,2025-08-23,Swiggy,243.49,Food,Expense
934,2025-08-24,Swiggy,372.63,Food,Expense
935,2025-08-24,Amazon,971.15,Shopping,Expense
936,2025-08-24,Fuel,684.81,Transport,Expense
937,2025-08-24,Swiggy,115.33,Food,Expense
938,2025-08-25,Swiggy,192.75,Food,Expense
939,2025-08-25,Swiggy,254.45,Food,Expense
940,2025-08-25,Zomato,414.62,Food,Expense
941,2025-08-25,Swiggy,178.02,Food,Expense
942,2025-08-25,Restaurant,360.02,Food,Expense
943,2025-08-25,Mobile Recharge,558.37,Utilities,Expense
944,2025-08-26,Gaming,753.06,Entertainment,Expense
945,2025-08-26,Gaming,476.89,Entertainment,Expense
946,2025-08-26,Cafe,196.95,Food,Expense
947,2025-08-26,Metro,58.96,Transport,Expense
948,2025-08-27,Ola,268.38,Transport,Expense
949,2025-08-27,Amazon,728.4,Shopping,Expense
950,2025-08-27,Internet Bill,759.7,Utilities,Expense
951,2025-08-27,Zomato,387.71,Food,Expense
952,2025-08-27,Zomato,131.65,Food,Expense
953,2025-08-28,Auto,77.58,Transport,Expense
954,2025-08-28,Mobile Recharge,418.64,Utilities,Expense
955,2025-08-28,Grocery Store,1442.44,Food,Expense
956,2025-08-28,Restaurant,616.76,Food,Expense
957,2025-08-28,Grocery Store,671.88,Food,Expense
958,2025-08-28,Uber,255.08,Transport,Expense
959,2025-08-29,Mobile Recharge,413.65,Utilities,Expense
960,2025-08-29,Medical Test,1708.8,Healthcare,Expense
961,2025-08-29,Spotify,179.6,Entertainment,Expense
962,2025-08-29,Myntra,1425.48,Shopping,Expense
963,2025-08-30,Metro,34.75,Transport,Expense
964,2025-08-30,Restaurant,781.21,Food,Expense
965,2025-08-30,Fuel,962.87,Transport,Expense
966,2025-08-31,Cafe,168.56,Food,Expense
967,2025-08-31,Swiggy,162.64,Food,Expense
968,2025-08-31,Internet Bill,535.26,Utilities,Expense
969,2025-08-31,Restaurant,721.37,Food,Expense
970,2025-08-31,Metro,27.29,Transport,Expense
971,2025-08-31,Pharmacy,111.68,Healthcare,Expense
972,2025-09-01,Movie,513.95,Entertainment,Expense
973,2025-09-01,Restaurant,511.93,Food,Expense
974,2025-09-01,Monthly Salary,88176.9,Salary,Income
975,2025-09-02,Ola,174.3,Transport,Expense
976,2025-09-02,Pharmacy,285.54,Healthcare,Expense
977,2025-09-02,Ola,241.42,Transport,Expense
978,2025-09-03,Grocery Store,1496.95,Food,Expense
979,2025-09-04,Fuel,876.34,Transport,Expense
980,2025-09-04,Ola,75.14,Transport,Expense
981,2025-09-04,Mobile Recharge,441.76,Utilities,Expense
982,2025-09-04,Auto,62.57,Transport,Expense
983,2025-09-04,Spotify,157.13,Entertainment,Expense
984,2025-09-05,Restaurant,666.39,Food,Expense
985,2025-09-05,Monthly Rent,18125.7,Rent,Expense
986,2025-09-05,Zomato,222.54,Food,Expense
987,2025-09-05,Doctor Consultation,822.59,Healthcare,Expense
988,2025-09-05,Electricity Bill,1301.84,Utilities,Expense
989,2025-09-05,Uber,166.05,Transport,Expense
990,2025-09-05,Fuel,576.72,Transport,Expense
991,2025-09-06,Electricity Bill,990.21,Utilities,Expense
992,2025-09-06,Clothing Store,1795.96,Shopping,Expense
993,2025-09-06,Clothing Store,1168.7,Shopping,Expense
994,2025-09-06,Grocery Store,1157.88,Food,Expense
995,2025-09-06,Books,538.27,Education,Expense
996,2025-09-06,Restaurant,625.47,Food,Expense
997,2025-09-07,Zomato,299.85,Food,Expense
998,2025-09-07,Fuel,931.71,Transport,Expense
999,2025-09-07,Grocery Store,1745.74,Food,Expense
1000,2025-09-07,Spotify,155.42,Entertainment,Expense
1001,2025-09-07,Swiggy,154.23,Food,Expense
1002,2025-09-07,Mobile Recharge,235.21,Utilities,Expense
1003,2025-09-08,Zomato,404.12,Food,Expense
1004,2025-09-08,Swiggy,209.69,Food,Expense
1005,2025-09-08,Restaurant,391.51,Food,Expense
1006,2025-09-09,Metro,22.62,Transport,Expense
1007,2025-09-09,Medical Test,1435.43,Healthcare,Expense
1008,2025-09-09,Cafe,200.28,Food,Expense
1009,2025-09-09,Swiggy,210.1,Food,Expense
1010,2025-09-09,Swiggy,106.43,Food,Expense
1011,2025-09-09,Myntra,1353.86,Shopping,Expense
1012,2025-09-10,Zomato,300.92,Food,Expense
1013,2025-09-10,Doctor Consultation,543.57,Healthcare,Expense
1014,2025-09-10,Cafe,155.67,Food,Expense
1015,2025-09-10,Zomato,153.25,Food,Expense
1016,2025-09-11,Books,772.59,Education,Expense
1017,2025-09-11,Grocery Store,460.44,Food,Expense
1018,2025-09-11,Ola,177.7,Transport,Expense
1019,2025-09-11,Swiggy,410.54,Food,Expense
1020,2025-09-11,Cafe,234.51,Food,Expense
1021,2025-09-12,Ola,169.89,Transport,Expense
1022,2025-09-12,Restaurant,469.54,Food,Expense
1023,2025-09-12,Electricity Bill,1551.43,Utilities,Expense
1024,2025-09-13,Zomato,183.3,Food,Expense
1025,2025-09-13,Cafe,152.01,Food,Expense
1026,2025-09-13,Movie,510.3,Entertainment,Expense
1027,2025-09-13,Mobile Recharge,522.98,Utilities,Expense
1028,2025-09-13,Swiggy,372.29,Food,Expense
1029,2025-09-14,Cafe,171.37,Food,Expense
1030,2025-09-14,Grocery Store,514.31,Food,Expense
1031,2025-09-14,Cafe,224.18,Food,Expense
1032,2025-09-14,Online Course,1198.02,Education,Expense
1033,2025-09-14,Auto,56.49,Transport,Expense
1034,2025-09-15,Zomato,257.68,Food,Expense
1035,2025-09-15,Ola,242.89,Transport,Expense
1036,2025-09-15,Amazon,1592.83,Shopping,Expense
1037,2025-09-15,Fuel,356.31,Transport,Expense
1038,2025-09-15,Zomato,319.03,Food,Expense
1039,2025-09-16,Mobile Recharge,507.94,Utilities,Expense
1040,2025-09-16,Restaurant,644.27,Food,Expense
1041,2025-09-16,Grocery Store,1791.79,Food,Expense
1042,2025-09-17,Auto,102.43,Transport,Expense
1043,2025-09-17,Ola,111.63,Transport,Expense
1044,2025-09-17,Uber,208.28,Transport,Expense
